msafips,msaname,population,households,workforce,housing_units,fb_population,wage_50,hourly_wage_50,valueh_50,hhinc_50,rent_50,wage_resid_raw,wage_resid,hourly_wage_resid_raw,hourly_wage_resid,rent_resid_raw,rent_resid,hp_resid_raw,hp_resid,amenity_index,year,pop_growth,hh_growth,hh_log_growth,emp_growth,fb_growth,fb_shock,hhinc_growth,hp_growth,hp_resid_growth,hp_log_growth,wage_growth,hourly_wage_growth,wage_resid_growth,hourly_wage_resid_growth,rent_growth,rent_resid_growth,amenity_growth,wrluri,obs,unaval,log_wrl,log_pop_1990,housing_supply_elasticity,inv_elasticity,saiz_elasticity,saiz_inv_elasticity
17820,"Colorado Springs, CO Metro Area",496668,199299,259569,199299,39180,48000,24.03846153846154,500000,90000,1550,9.811867768323005,0.02359630255924472,2.6017884590031484,0.02782816762317797,6.242399766692047,0.2985911650660933,10.385522681082405,0.43979248157578255,0.08434271898399003,2022,1.2578809406222695,1.3696113802700753,0.31452703556333894,1.3046290711700845,1.2691933916423712,0.021046233332067014,3,6.451612903225806,0.3837752367135554,1.86433016206289,3,2.9545454545454546,0.9422944199238721,1.0306176213813443,3.6904761904761907,1.2427228100848167,0.04051958564735367,-0.2487044632434845,2,0.249178946770121,1.0120719050187974,12.90572611421895,1.4778098618060265,0.6766770379904647,1.999117938764971,0.500220612605671
17900,"Columbia, SC Metro Area",912261,366201,441497,366201,55332,40000,19.939271255060728,200000,60000,1002,9.690351959329632,-0.0979195064341276,2.485806755701992,-0.08815353567797857,5.7296773639372,-0.21413123768875408,9.679213988549508,-0.2665162109571142,-0.02570500524151978,2022,2.006181758205509,2.250082949308756,0.8109670818962282,1.93359173126615,4.182312925170068,0.09258782780801583,2.0228582987761707,2.962962962962963,-0.28014232367092085,1.086189768669552,2.3922014233598468,2.311626180836707,0.8282375900940124,0.8580090042853425,2.3857142857142857,0.73365516032686,-0.03944234405381105,-0.263191118836403,4,0.191002898961116,1.0067925997664622,13.115677073813687,1.7152963539729142,0.582989637728683,2.1405734157173346,0.46716454229386317
18140,"Columbus, OH Metro Area",2349421,936174,1213360,936174,212488,47000,23.846153846153847,250000,73500,1098,9.809776631204963,0.02150516544120506,2.589097830027544,0.01513753864757339,5.8478924886320165,-0.09591611299393764,9.764592999899117,-0.1811371996075053,-0.03937246199826186,2022,1.7142851930979732,1.7887216838372413,0.5815012216233182,1.7643842628138013,6.33611641221374,0.13057462407770618,2.4235829458898013,3.7037037037037037,-0.16313824060395987,1.309333319983761,2.5402659171981408,2.4799999999999995,0.8664947624363251,0.9058707339903147,2.6585956416464893,0.8644570773260876,-0.02068719359360175,-0.013423471273306814,17,0.127168736781098,1.0941277577494701,13.723681412324105,1.9850016008172036,0.5037779312562322,2.1439478737319293,0.4664292505672346
18580,"Corpus Christi, TX Metro Area",482672,179626,215918,179626,40489,40000,19.23076923076923,200000,60000,1113,9.87500181052716,0.08673034476339936,2.542000910232042,-0.0319593811479284,5.79246142033394,-0.15134718129201374,9.61370993721671,-0.33202026228991244,-0.03364528544092106,2022,1.3509098949324645,1.5225381003237892,0.4203787451320089,1.4511398462282918,2.311807696699783,0.064302787060516,2.5003125390673833,3.8095238095238093,-0.019581534718859928,1.3375041969504586,2.73972602739726,2.5,0.9422706078088172,0.9055214989673526,3.0661157024793386,0.9797302514272834,0.01753106372150357,-0.2916216452916477,3,0.20489175152411399,0.9963500626864564,14.669679472784345,2.5318005031153037,0.39497582798073166,1.5899435251963199,0.6289531572365277
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7202321,2650925,3761978,2650925,1464730,50000,24.725274725274726,336000,87000,1495,9.895010624481664,0.10673915871790383,2.620307825388857,0.0463475340088868,6.103895508892419,0.16008690726646524,9.997484727881965,0.05175452837534244,0.02919143705340126,2022,1.8536989193844202,1.8352842867250707,0.6071993941527651,1.8697871054512416,4.313840408550341,0.2895955039638357,2.604790419161677,4.335483870967742,-0.03473462694540253,1.4668332236039028,2.5,2.561557204639959,0.8581491045589473,0.8914239021341164,3.329621380846325,0.9766300825721235,0.02369778238425126,0.16841725918122263,49,0.059880186520543104,1.1532321758792332,13.087092612922397,1.9707486153708644,0.5074213891109676,2.6303844564362424,0.3801725628180007
19460,"Decatur, AL Metro Area",157281,62616,70368,62616,5065,39000,19.23076923076923,173000,59500,760,9.807415742623247,0.01914427685948716,2.4827287316658126,-0.09123155971415776,5.602895524275678,-0.340913077350276,9.539530459934204,-0.4061997395724166,-0.06597322007137063,2022,1.2272237827715355,1.2772519582245432,0.2447108623844123,1.2125723738626963,5.105846774193548,0.03178058676654182,2.3166173493225353,3.008695652173913,-0.2168532455043195,1.1015066466944727,2.4375,2.2471910112359548,0.9327945882555362,0.8358481527968697,2.5,0.839833809792923,0.0068986445291107645,-1.0277853012085,1,0.23930883226621902,0.6791571238806617,15.789913893150215,9.316003538444097,0.1073421661846013,1.376906326662405,0.7262658182593881
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",569062,238708,248121,238708,59526,40000,20,320000,65000,1383,9.822738286348889,0.03446682058512884,2.542417421495292,-0.03154286988467847,6.090467783310651,0.14665918168469716,10.093494938196756,0.1477647386901353,0.06448439359713609,2022,1.5226146518970407,1.5555468668543426,0.44182716666980326,1.6027245949926363,2.490210843373494,0.09531224915716809,2.8260869565217392,4.7407407407407405,0.018768554344115174,1.5561933979152869,2.857142857142857,2.6,0.9916376708076697,0.962659449630979,2.987041036717063,0.9977021149534036,-0.005678576153326384,-0.10976257361471661,8,0.436232515593521,1.0613386532084237,11.965789293448267,0.8581748586180326,1.1652636871818367,2.0745669307897803,0.4820283140343434
19740,"Denver-Aurora-Lakewood, CO Metro Area",2595278,1073207,1475491,1073207,364306,55000,27.006172839506178,526000,93000,1720,9.929613689853916,0.1413422240901561,2.687497946311636,0.1135376549316658,6.368435648146557,0.42462704652060257,10.487237873513722,0.5415076740071001,0.08222272133664929,2022,1.5958469380853118,1.664816021345247,0.5097146196365454,1.7063222777315201,3.5440050586118,0.160804171509036,2.735294117647059,6.188235294117647,0.3925465538947659,1.8226499562473926,2.75,2.700617283950618,0.9285255852004379,0.9750334557778795,3.935926773455378,1.2802917625303953,0.08126526441216178,0.41480771452188464,16,0.308553802961673,1.2281211852945702,13.251744670265568,1.312690532028055,0.7617941743321934,1.5080746920889596,0.663097129900653
19780,"Des Moines-West Des Moines, IA Metro Area",625523,256357,339540,256357,78129,50000,24.03846153846154,250000,80000,1060,9.851488232138191,0.06321676637443119,2.592241265551869,0.01828097417189855,5.848474177809934,-0.09533442381601986,9.769638126190127,-0.1760920733164948,-0.04078365668695482,2022,1.5515579499848695,1.6759302842498889,0.5163684046851191,1.5620298935920616,7.168455821635012,0.16675844209962348,2.5236593059936907,4.3478260869565215,0.035678618970818476,1.4696759700589404,2.7777777777777777,2.6896180742334592,0.9494534442282827,0.9677480656106148,2.5603864734299515,0.8740324427046255,-0.04908476214503724,-0.04327156916260722,5,0.0810994024324174,1.0840833972336315,14.769204197938627,2.3936580909324063,0.4177706096740274,2.242640361391337,0.44590297098710857
19820,"Detroit-Warren-Dearborn, MI Metro Area",3950285,1599442,1905412,1599442,433203,50000,24.03846153846154,240000,73500,1089,9.796006542793352,0.00773507702959186,2.5755451433331364,0.00158485195316604,5.814194383844987,-0.1296142177809667,9.64376417434512,-0.3019660251615015,-0.0435809663638337,2022,0.8473418872224271,0.9307338953047879,-0.07178186930161168,0.8987707663135254,1.5772107010747678,0.034006846457497714,2.142857142857143,3.5555555555555554,-0.1704533004705322,1.268511325463507,2.380952380952381,2.2017702232595004,0.7241757787717393,0.7522651857583669,2.352051835853132,0.7620968575126668,0.023872763466262784,-0.41698149756217995,60,0.147711542050249,0.9489586772463215,13.346343378796615,2.0182856135436062,0.4954700134062044,2.3520281743567377,0.4251649750213951
21340,"El Paso, TX Metro Area",784285,274035,354148,274035,200172,35000,17.307692307692307,160000,50500,887,9.667423162708747,-0.12084830305501092,2.4478820663781,-0.12607822500187016,5.613385898599046,-0.33042270302690824,9.449932055657756,-0.4957981438488659,-0.04473959724792593,2022,1.3422550590103781,1.5477131787323928,0.4367784729435442,1.532829528830256,1.2889209411340485,0.07679221774966456,2.3298731257208765,3.0476190476190474,-0.2687374115884342,1.114360645636248,2.6923076923076925,2.4999999999999996,0.8362705275478337,0.8651964080691228,2.6320474777448073,0.8274888489973193,-0.012142802722287599,0.5864871945232176,2,0.116028339632052,1.2771732261118458,15.189298286173216,2.1664065336569798,0.46159388114102506,1.7110564896850105,0.5844342404990327
21500,"Erie, PA Metro Area",267797,111286,120174,111286,14884,42000,22.43589743589743,180000,61200,820,9.696628610389942,-0.09164285537381822,2.491876511576428,-0.08208377980354253,5.606612434524188,-0.3371961671017658,9.407831948958965,-0.5378982505476575,-0.06941200744377604,2022,0.9716942793489067,1.1143755507490187,0.10829420385748456,0.9860188056909368,2.9322301024428685,0.035588066676826395,2.4468255237486005,3.789473684210526,-0.21388103265823233,1.3322271398496142,2.761159687068569,2.6974951830443157,0.8998496433016943,0.8871440340153047,2.4332344213649852,0.795293063799865,-0.033960701070000134,0.5941326320171347,4,0.139417500847561,1.2793026914136452,13.572527753683174,1.6771861392118474,0.5962367423748955,1.909539567489735,0.5236864514489175
21660,"Eugene-Springfield, OR Metro Area",382102,160158,185815,160158,25459,38400,20.192307692307693,420000,61200,1173,9.647115948438698,-0.14115551732506226,2.5252518988466277,-0.04870839253334269,6.137392875339419,0.19358427371346476,10.363539509920678,0.41780931041405545,0.08872409051744815,2022,1.389825699819589,1.4640741553312857,0.38122306680501516,1.4898572803078898,2.179708904109589,0.0501185765000291,2.3376623376623376,6.72,0.38296085535084323,1.9050881545350595,2.2588235294117647,2.300983899821109,0.8505724377304968,0.9378086829272099,2.7535211267605635,1.1405704533479195,0.054141866535786266,0.3810726881027212,5,0.734894572370622,1.218193022489834,12.497984509786619,0.6668416413294186,1.4996064103111428,1.192916611009225,0.8382815619894716
22180,"Fayetteville, NC Metro Area",466999,182785,212101,182785,39967,36000,17.850098619329387,190000,52500,1035,9.698892322601912,-0.08937914316184781,2.463771633235732,-0.11018865814423862,5.665063165134537,-0.27874543649141703,9.588923987561376,-0.356806211945246,-0.03578977838860592,2022,1.7109950904960798,1.9817314468477258,0.6839709306868773,1.5306415530057011,2.03861259882683,0.07460247673481352,2.1875,3.3043478260869565,-0.22071287715602494,1.1952391243571814,2.5714285714285716,2.652014652014652,0.8491868013124595,0.8940813925703652,2.6202531645569622,0.775630449925858,-0.04398741651150327,0.13901644945144648,2,0.194300257396187,1.143909518193791,12.85344286765317,1.4902896784269544,0.6710104850592068,2.0637566301376995,0.48455325855611053
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",864921,335103,411289,335103,87341,37000,18.482905982905983,200000,56300,885,9.78229412710631,-0.0059773386574502,2.500376952407798,-0.07358333897217229,5.766587417341797,-0.17722118428415712,9.792531747631124,-0.15319845187549852,-0.02095548793796398,2022,7.34166030048383,7.664402360367778,2.036586539338467,7.162817833507488,33.4639846743295,0.7192173839232663,2.6809523809523808,4.2105263157894735,0.02131929487155304,1.437587655507441,2.9477374123645634,2.746031746031746,1.0610114547470317,1.018473456756648,2.543103448275862,0.9139267253570127,-0.06178959835422644,-0.23801577389240258,5,0.383950368399991,1.0159493439308205,13.05408239532112,1.254305069011596,0.7972542124764028,1.5488417392612757,0.6456437573001828
22660,"Fort Collins, CO Metro Area",254544,107899,136257,107899,15867,50000,25,520000,90000,1673,9.67115432711438,-0.11711713864938034,2.5504856579222146,-0.0234746334577558,6.267462330403,0.323653728777046,10.468745665346548,0.5230154658399258,0.11877779355988063,2022,1.3795301195024794,1.5590088137552376,0.44405024352677813,1.4366281828246086,2.3096069868995635,0.048760263393220066,2.864599910879114,6.117647058823529,0.48210332718558746,1.8111775550851572,2.8045770697778774,2.770833333333333,0.8981194337168148,0.9664230865447745,3.890697674418605,1.2528177171343424,0.07659011774034787,0.25008249531189614,6,0.5708212911649571,1.17868037919239,13.670393452263458,1.192955542319252,0.8382542052287023,0.9670220865563055,1.0341025441943454
23420,"Fresno, CA Metro Area",1015692,326908,446372,326908,211492,40000,21.23397435897436,410000,67700,1268,9.870405958650071,0.08213449288631125,2.6678704793033803,0.09391018792340988,6.119356190451762,0.17554758882580757,10.30190562520685,0.3561754257002274,0.01003650847157745,2022,1.5072566140549781,1.467824493974389,0.3837813685317535,1.6347508899403778,1.7305196664839255,0.13248737141398612,2.603846153846154,4.823529411764706,0.13939781507915325,1.5735059032080372,2.6666666666666665,2.4843750000000004,0.91913479675957,0.9308499031411694,2.9557109557109555,0.9961358202609221,0.01002741530795772,0.22542903572320916,5,0.459707216160573,1.1710659757322317,12.44722898804502,0.900411073314862,1.1106038448844275,1.5927955055228393,0.6278269850289082
23540,"Gainesville, FL Metro Area",479712,190092,206970,190092,43385,40000,19.23076923076923,230000,57600,1108,9.6566055487255,-0.13166591703826036,2.442165006849224,-0.1317952845307464,5.909200153898975,-0.03460844772697946,9.972417897192283,0.02668769768566115,0.05579480736077744,2022,2.6700507614213196,2.680825858859367,0.9861249033431765,2.426832700154777,3.3077920097590727,0.16847559889571645,2.58876404494382,4,0.06689739909263537,1.3862943611198908,2.6666666666666665,2.441505595116989,0.9892147177822803,0.9538662306843506,2.9157894736842107,0.9372516090320167,-0.021142701444603465,-0.127346128225327,1,0.226101268663661,1.0552362965035518,13.831080711555135,1.863139948649951,0.536728333652343,1.6903161178357742,0.5916053153893885
24020,"Glens Falls, NY Metro Area",126748,54954,60042,54954,4008,45000,23.076923076923077,225000,64000,930,9.83954246627529,0.05127100051153022,2.627091443436573,0.05313115205660246,5.9694044475151635,0.02559584588920938,9.859933635994375,-0.08579656351224507,-0.01865025840542816,2022,1.065109243697479,1.2637751816760188,0.23410341730715167,1.1265338286614883,0.8597168597168597,-0.0054957983193277314,2.258850104118872,2.903225806451613,-0.16865968813525356,1.0658224658451196,2.6470588235294117,2.5263157894736845,0.9906493216907464,1.0010134750071678,2.012987012987013,0.8442985449228901,-0.07586230720525194,-1.0217469135920236,3,0.507007385803148,0.6822141756767948,13.080941202812042,1.2664966006417053,0.7895796952738148,1.482745271781898,0.6744246763290932
24340,"Grand Rapids-Kentwood, MI Metro Area",1157925,441913,594901,441913,83762,43000,21.978021978021975,240000,71900,1070,9.736863788214572,-0.05140767754918762,2.543362836171747,-0.03059745520822332,5.8453376214784285,-0.09847098014752564,9.741351660857932,-0.20437853864869027,-0.01689072129248956,2022,1.7030437628232942,1.8175024574016114,0.5974632825025381,1.7250057268122099,3.616510513362981,0.089130258929425,2.0962099125364433,3.5555555555555554,-0.17456941925841285,1.268511325463507,2.2051282051282053,2.285714285714285,0.8115430137199873,0.8451215617176455,2.4654377880184333,0.7840796444882123,-0.01622966857103928,-0.3056933333476386,24,0.139613093396658,0.9911409047139562,11.749956142236236,1.5543386429200945,0.6433604443632224,3.102052074492688,0.32236725109250164
24540,"Greeley, CO Metro Area",350258,123824,181255,123824,38850,50000,24.03846153846154,470000,87990,1400,9.871630591354194,0.08335912559043379,2.6323654909725223,0.05840519959255186,6.18866750501841,0.24485890339245575,10.337462692038825,0.3917324925322028,0.05101678632730896,2022,2.607832626014444,2.604901651414747,0.9573949207171086,2.782972516505451,7.2144846796657385,0.24916238552602188,3.5196,7.52,0.4512259828180341,2.017566137961749,3.5714285714285716,3.2051282051282053,1.0717800926213759,1.095507045985133,4.166666666666667,1.2782676849095713,0.019155787791590558,0.2537323881406339,2,0.0274342146720431,1.1798027645238625,13.962140168178237,2.1312302473172084,0.4692125598624548,2.7175022829109157,0.3679849714528397
24660,"Greensboro-High Point, NC Metro Area",692060,278922,340040,278922,76059,40000,20.833333333333332,235000,62600,1023,9.67581743332348,-0.1124540324402794,2.4943017612326814,-0.07965853014728896,5.748308788706534,-0.1954998129194205,9.764967582891364,-0.18076261661525805,-0.0238890878882914,2022,0.7305759648678322,0.7497298604951214,-0.28804232334084645,0.6825439837814511,5.287382690302398,0.06510640993159361,2.1590673932537765,3.4814814814814814,-0.17417147121827803,1.2474579162656738,2.3529411764705883,2.4074074074074074,0.7239207772974208,0.8434011957138663,2.671018276762402,0.7924876339258624,-0.012577645394687349,-0.4071035236120232,6,0.109714888123134,0.9527755814972793,12.766425304766386,1.9865687677283939,0.5033805102772668,2.816951873843348,0.35499364021282903
24860,"Greenville-Anderson, SC Metro Area",774738,319553,369446,319553,51812,40000,20,240000,61800,1004,9.737234168981807,-0.05103729678195101,2.507118430385002,-0.06684186099496836,5.80515808803046,-0.1386505135954943,9.826014901234782,-0.11971529827184035,-0.01166532037907925,2022,1.4126083745863305,1.5548889375471378,0.4414041202811987,1.3316248558246828,4.544912280701754,0.07368469035181285,2.2871946706143595,4.571428571428571,0.04328690789643552,1.5198257537444135,2.4242424242424243,2.4210526315789473,0.8131091240407038,0.8781085037193777,2.6989247311827955,0.9269969244517897,0.01410969339605786,-0.11512870465715733,3,0.216647047858245,1.059480287298674,13.44742793604344,1.7103331207622041,0.5846814213329117,1.848667517145513,0.5409301514336543
25060,"Gulfport-Biloxi, MS Metro Area",395853,160966,178850,160966,13917,40000,19.23076923076923,180000,61000,990,9.720128920136183,-0.06814254562757505,2.477138570260511,-0.09682172111945953,5.610723383487023,-0.33308521813893144,9.543707935026568,-0.4020222644800544,-0.06053904421492302,2022,1.0208974854932302,1.1196855870895939,0.11304792008327347,1.0613613435404428,1.2018134715025908,0.006027079303675048,2.614211022542213,3.789473684210526,-0.13971353605984405,1.3322271398496142,2.808594298553574,2.6666666666666665,0.9275764519652423,0.9602622267840208,2.9376854599406528,0.8643052773485564,-0.04847694891097715,0.319041560093562,3,0.40524891653844203,1.1996760545315583,13.560280186662665,1.310506629883071,0.7630636711004082,1.2276533336824658,0.8145621997379363
25420,"Harrisburg-Carlisle, PA Metro Area",604633,247408,306505,247408,53820,45000,21.634615384615383,200000,71500,1077,9.78577071843496,-0.00250074732879923,2.568081435300218,-0.00587885607975247,5.826658273059191,-0.11715032856676276,9.717712007797193,-0.22801819170942927,-0.03566139182635796,2022,1.0157767765043462,1.0699742245748785,0.06763455900130921,1.0025349164295294,3.615477629987908,0.06540869091898757,2.271716337294275,2.7586206896551726,-0.23639784408043596,1.0147308046874084,2.469406793612468,2.278948809197919,0.8418294627325213,0.8614074423519107,2.7544757033248084,0.7947040519496138,-0.02102941323225205,0.008746748169262937,15,0.326531761787486,1.1015236293232895,12.88879820919913,1.2447729605845568,0.8033593528014866,1.6950431213073325,0.5899554928306083
25540,"Hartford-East Hartford-Middletown, CT Metro Area",963035,384531,514425,384531,140548,60000,29.914529914529915,300000,95000,1300,9.881259643170372,0.09298817740661214,2.701082159112739,0.12712186773276857,6.116898116906611,0.1730895152806564,9.9997040347693,0.05397383526267774,-0.00771261250109534,2022,1.2451256975294915,1.3292600300053234,0.28462241898627383,1.2819538379493722,1.885993397922761,0.085366232073686,2.1652421652421654,1.8461538461538463,-0.7986887245178931,0.613104472886409,2.4,2.393162393162393,0.7496839833587483,0.8105535193164082,2.145214521452145,0.5141376813341507,-0.08768081478724857,0.13786315066473862,14,0.2567851256673,1.143542042991729,13.312376941379492,1.4898165931671201,0.6712235617366527,1.6856251901497348,0.593251694293421
25860,"Hickory-Lenoir-Morganton, NC Metro Area",296185,123141,140169,123141,20783,38000,18.75,200000,57900,805,9.748560937603518,-0.03971052816024212,2.488929425704514,-0.08503086567545637,5.741894174093162,-0.20191442753279176,9.78654812743012,-0.1591820720765007,-0.02326601959133853,2022,1.3577437025831443,1.4422698524244553,0.3662181589583451,1.1754213836477987,6.504851330203443,0.08062527218134727,2.226923076923077,3.8095238095238093,-0.01623158946035197,1.3375041969504586,2.375,2.34375,0.8213853601306855,0.8782991796099113,2.3469387755102042,0.8905939431847525,0.0019994648737634117,0.293141732613245,6,0.428628132389714,1.1918420430429384,13.77784503487578,1.390232050013583,0.7193043779923141,1.130865459907945,0.8842784888676343
26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6323873,2341210,3110974,2341210,1573124,50000,24.03846153846154,280000,80000,1337,9.88294699377001,0.0946755280062508,2.619998106061279,0.04603781468130874,5.992079229379181,0.04827062775322677,9.856476093202769,-0.08925410630385322,-0.00754997832890262,2022,1.711451910861984,1.763426751669117,0.5672589340610585,1.7518698593649518,3.2355092285985774,0.29415642724803076,2.5974025974025974,4.869565217391305,0.04178687256741931,1.5830046553659436,2.5,2.465483234714004,0.8289948755419516,0.8664952691727643,3.245145631067961,0.9789750094175984,0.037185211053547544,-0.03509442822541985,16,0.266375764634484,1.086845184311709,12.598739538075039,1.2884030503344708,0.7761546355702891,2.0109411421380727,0.49727959662547855
26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1987908,789974,1031833,789974,187698,50000,24.03846153846154,240000,78000,1083,9.81952386577729,0.03125240001353013,2.5840626780933436,0.01010238671337315,5.81092097719359,-0.1328876244323638,9.71970332464545,-0.2260268748611729,-0.04900513328650036,2022,0.8337756855060598,0.8607631624825662,-0.1499358850040764,0.8455651452771805,4.734110169491525,0.06209567557410713,2.4375,3.5555555555555554,-0.10016878821503461,1.268511325463507,2.6616981634282673,2.5,0.8359417357000289,0.8793047799714073,2.566350710900474,0.8536508451408134,-0.01070461366509947,0.2954760555710111,14,0.0678316099111008,1.1925506356887663,15.65984239488341,2.368213264435719,0.4222592682075332,2.076065968629919,0.4816802621450131
27140,"Jackson, MS Metro Area",605108,233715,272614,233715,18148,40000,19.23076923076923,175000,55500,940,9.733729778163903,-0.05454168759985478,2.4913301596914916,-0.08263013168847877,5.604097001536718,-0.3397116000892364,9.471499701525314,-0.4742304979813081,-0.06996346086832383,2022,1.4793550674147689,1.6529811160619563,0.5025803947336787,1.5259669745312063,3.2966394187102632,0.030909335386947328,2.162562344139651,3.0434782608695654,-0.24179205468947096,1.1130010261202088,2.5,2.2857142857142856,0.8810515498939413,0.9281218571713845,2.5268817204301075,0.7393587474888372,-0.07331771526223982,0.5731679350137711,4,0.174522234108353,1.273452579060116,14.502593387461816,1.927976098739308,0.5186786291873089,1.5605087787514147,0.640816644940706
27260,"Jacksonville, FL Metro Area",1633924,653993,808298,653993,177294,46000,23.076923076923077,350000,76000,1423,9.864548883187087,0.07627741742332717,2.593904569203733,0.0199442778237624,6.0709607569162465,0.1271521552902923,10.13290350412403,0.18717330461740825,0.03178862955567764,2022,11.060953154616843,15.947159229456231,2.769280708632035,9.124032057794333,23.130332681017613,1.148314378554021,3.1083844580777096,6.666666666666667,0.3743330250218868,1.8971199848858813,3.6234738085860574,3.913043478260869,1.011823264535007,1.0484736194019315,3.6025316455696204,1.1745936749294241,0.008930412055574752,-0.0670202523469915,4,0.322332443731719,1.0760188849776142,13.31316223347823,1.421367396673344,0.7035478668924458,1.5523922549089189,0.6441670891089775
27740,"Johnson City, TN Metro Area",228488,95917,108882,95917,9249,36000,19.11111111111111,218000,60000,840,9.572009838884226,-0.21626162687953432,2.3870704678425874,-0.18688982353738304,5.714635428277807,-0.2291731733481468,9.760727963355825,-0.18500223615079925,0.0196866627991769,2022,0.5298641064885673,0.5667346154982422,-0.5678641350917513,0.5678923486152402,2.076094276094276,0.011117295116181996,2.843601895734597,4.589473684210526,0.16030106572885217,1.5237653517484926,2.4,2.4844444444444442,0.7367189704556676,0.8118517950047968,2.8378378378378377,1.0329334474421872,0.08285966742732528,-0.8714536130428298,4,0.627214053043701,0.7554392993101321,14.306495041692479,2.1535114737863688,0.46435786954121483,0.8513075672778941,1.1746635862730066
27780,"Johnstown, PA Metro Area",131212,55225,56343,55225,1917,35000,17.5,125000,51000,700,9.609051961451534,-0.17921950431222555,2.4089751747999,-0.16498511658007065,5.424532804623107,-0.5192757970028472,9.120905583794384,-0.8248246157122381,-0.08721860355510355,2022,0.5432669217137841,0.6087411816578483,-0.4963620906732604,0.6358250389329,0.6740506329113924,-0.0038381278879117604,2.459965271078526,3.3333333333333335,-0.2261833483927571,1.203972804325936,2.5,2.275,0.8107344281746478,0.8289174789608367,2.6315789473684212,0.7899895724617751,-0.006015310133790697,1.14033126831055,1,0.31032806784038003,1.4207758011362066,12.339238971525983,0.9861467464667728,1.0140478621288986,1.7112522690472478,0.5843673770885676
28020,"Kalamazoo-Portage, MI Metro Area",139015,55153,69271,55153,5364,49000,24.03846153846154,240000,87400,1061,9.773248697536667,-0.01502276822709269,2.571758795070566,-0.00220149630940502,5.7998167716631395,-0.14399182996281468,9.64747486484788,-0.2982553346587409,-0.04639454076993228,2022,1.1151621623789698,1.2024811407142546,0.1843870394770839,1.2409265164272152,0.8962406015037594,-0.004981589776911414,2.908485856905158,3.84,-0.058152365370144565,1.3454723665996369,2.8823529411764706,2.7584134615384617,0.9569307228646124,0.9485213523617428,2.6458852867830425,0.8534743785178218,-0.04606329956975756,-0.6101187095046051,6,0.163821013764017,0.8712436954610725,11.784569614724237,1.5657430714815763,0.6386743893132831,3.3415114673189237,0.29926576933232985
28140,"Kansas City, MO-KS Metro Area",2019701,823328,1053378,823328,153924,45000,21.634615384615383,225000,67200,1084,9.794842681115504,0.00657121535174276,2.551257959990648,-0.02270233138932242,5.8124001431502315,-0.1314084584757227,9.688033542749682,-0.25769665675693965,-0.03178660228843405,2022,1.3723367968450606,1.4359403668124708,0.3618199424743853,1.4468961273361116,4.195829358048249,0.07966099621939983,2.1,3.3333333333333335,-0.10589385865153922,1.203972804325936,2.25,2.1951219512195124,0.8103652670046291,0.8434110023689463,2.4976958525345623,0.8630163404743234,0.010691826372213976,0.12889996105257168,17,0.0777364687929909,1.1406814926360382,11.842337119959632,1.7204895482279519,0.5812299185600792,2.875437290273136,0.347773190318823
28940,"Knoxville, TN Metro Area",674631,275147,319833,275147,24207,38000,19.23076923076923,225000,57000,872,9.72353853465344,-0.06473293111032064,2.4766126253606147,-0.09734766601935574,5.738748177288938,-0.20506042433701577,9.795201918920553,-0.15052828058606949,-0.01802263036134378,2022,1.1124264160277022,1.1714863541533613,0.1582733307146551,1.1376087072507068,2.1517333333333335,0.021365322780113778,2.472241498959056,4.285714285714286,0.025993947388066374,1.4552872326068425,2.533333333333333,2.5,0.8461050404735975,0.8946403459982823,2.725,0.9163010656936015,0.0021488204436144603,0.7886918783187862,2,0.541695109874448,1.3320208086767042,14.518460038619395,1.6887567359286912,0.5921515981104727,0.7940765187070896,1.259324481258045
29180,"Lafayette, LA Metro Area",480895,194293,214487,194293,15763,40000,19.23076923076923,180000,50400,850,9.787768491981756,-5.02973782005256e-4,2.4805274884209307,-0.09343280295903966,5.606134696860379,-0.337673904765575,9.569111351692616,-0.37661884781400623,-0.06378165906352953,2022,2.393405499564514,2.621507117317682,0.963749388005855,2.493310084277826,2.8633969118982745,0.051053875824312554,2.2153846153846155,3.4285714285714284,-0.09101385815222329,1.2321436812926319,2.5,2.4038461538461537,0.8685315904059792,0.8919197500028107,2.5525525525525525,0.807891126948312,-0.032238955384640625,1.66232347488403,1,0.519225884768934,1.5395139236385174,13.421921153711299,0.9772227448103734,1.023308150890457,0.9898883246739248,1.0102149657431367
29200,"Lafayette-West Lafayette, IN Metro Area",312731,127368,152378,127368,32193,40000,20,175000,59400,918,9.66122793826458,-0.1270435274991808,2.5113173834289464,-0.06264290795102401,5.678729637362091,-0.26507896426386335,9.563122558617858,-0.3826076408887644,-0.05552817515205266,2022,2.4250232630272954,2.915934065934066,1.070190202757054,2.5228145695364237,3.9375,0.18623604218362283,2.1774193548387095,2.8,-0.24149121254421857,1.0296194171811592,2.6666666666666665,2.4,0.9510273138641185,0.98352941913104,2.3123425692695214,0.6885937666975934,-0.11832801552277471,0.365070164203644,1,0.0252167345371302,1.2134488140542397,13.083404230039735,2.0205621990898153,0.4949117628996826,2.7484760332077807,0.3638379916425495
